5	-34.082912
5	-35.271481
5	-36.251381
5	-35.987343
5	-37.294460
5	-36.177696
5	-36.652542
5	-36.622196
5	-35.212143
5	-34.349182
3	-33.923595
3	-35.074551
3	-35.548553
3	-33.473915
3	-34.532345
3	-34.213116
3	-34.301834
3	-34.978828
3	-37.730732
3	-35.784698
3	-36.102890
3	-35.961575
3	-35.186386
3	-33.695740
3	-35.973980
3	-37.503727
3	-34.982815
3	-36.733925
3	-34.742760
3	-35.962292
3	-34.921696
3	-36.254723
3	-34.890903
3	-36.855694
3	-36.519520
3	-36.564388
3	-36.246788
3	-35.834057
3	-35.936489
3	-37.152225
3	-35.068691
3	-35.368591
3	-34.569897
3	-37.510731
3	-35.607819
3	-37.768734
3	-34.640820
3	-35.170914
3	-34.250809
3	-35.932972
3	-35.434055
3	-34.012184
3	-35.869469
3	-36.022751
3	-36.780231
3	-35.223114
3	-36.129070
3	-35.923889
3	-34.313030
3	-34.531353
3	-34.504559
3	-37.389091
3	-34.605198
3	-37.174450
3	-37.200027
3	-37.403774
3	-38.324471
3	-36.917259
3	-36.780830
3	-36.496723
3	-34.300751
3	-37.738441
3	-35.831635
3	-35.943989
3	-34.752865
3	-36.834576
3	-37.101452
1	-27.598755
1	-12.628065
4	-12.227719
4	-8.792595
4	-11.276764
4	-12.607717
4	-9.813346
4	-11.375572
4	-13.035908
4	-11.679777
4	-10.496174
4	-11.399434
4	-12.454737
4	-14.492573
4	-15.779640
4	-13.714683
4	-16.266747
4	-18.412071
4	-20.636040
4	-21.175823
4	-26.202921
4	-23.937546
4	-26.979843
4	-30.071468
4	-29.742062
2	-31.136913
2	-34.167278
2	-32.902279
2	-35.608601
2	-34.056812
2	-35.081680
2	-35.357841
2	-35.865948
2	-36.920383
2	-36.155247
2	-35.376469
2	-33.989326
2	-37.863716
3	-34.961929
3	-37.738495
3	-36.314281
3	-36.116879
3	-35.922112
3	-35.132477
3	-35.802601
3	-36.292557
3	-36.935715
3	-36.552700
3	-36.581669
3	-33.449711
3	-37.009457
3	-36.729576
3	-36.065910
3	-35.967541
3	-36.838337
3	-34.913391
3	-36.262661
3	-36.780025
3	-35.692574
3	-34.979794
3	-35.506599
3	-36.824581
3	-37.669109
3	-38.371742
3	-35.662899
3	-33.538918
3	-36.621922
3	-35.649605
3	-37.421234
3	-35.213619
3	-36.080997
3	-35.976444
3	-36.566555
3	-34.986336
3	-36.732014
3	-36.183975
3	-35.259712
3	-35.701954
3	-34.333179
3	-36.324337
3	-35.970932
3	-37.336212
3	-35.277290
3	-36.900303
3	-33.547081
3	-32.303410
3	-36.201588
3	-36.894695
3	-36.173916
3	-34.367397
3	-33.869526
3	-35.296585
3	-36.488049
3	-35.610497
3	-36.590488
3	-33.950775
3	-36.280544
3	-36.072502
3	-37.350864
3	-36.648605
3	-35.973579
3	-36.986156
3	-36.994991
3	-36.431644
3	-37.380573
3	-34.908337
3	-37.426010
3	-35.827011
3	-36.181091
3	-35.542248
3	-35.072746
3	-36.979561
3	-34.216484
3	-36.690620
3	-37.886822
3	-37.763371
3	-36.065140
3	-33.691498
3	-36.457325
3	-36.613758
3	-34.600010
3	-36.854031
3	-34.680832
3	-35.730186
3	-33.768505
3	-36.901150
3	-34.623173
3	-35.726963
3	-36.003525
3	-33.238140
